County,FIPS,TYPE,e-2,b-2,d-2,e-5,b-5,d-5,e-10,b-10,d-10,e-25,b-25,d-25,e-50,b-50,d-50,e-100,b-100,d-100,e-1000,b-1000,d-1000
VAL VERDE-Zone-1,48465,SSQ,0.839622476,53.47214758,11.86912265,0.823424284,69.714529,11.73177174,0.813049358,81.74049265,11.72365829,0.800335012,97.38487536,11.79357614,0.790470458,108.5770063,11.84079101,0.780596862,120.2153184,12.04001086,0.762691396,153.4533288,13.33221934
VAL VERDE-Zone-2,48465,SSQ,0.843357416,54.21618508,12.17072902,0.833069486,74.93643234,12.35882591,0.824949617,90.56389295,12.54928644,0.814310343,111.6031126,12.85595196,0.805137686,127.1526582,13.03775613,0.796522586,144.3547891,13.48996326,0.786436599,199.2441439,16.09996885
VAL VERDE-Zone-3,48465,SSQ,0.846016164,58.63769319,12.99044697,0.836589082,82.07714735,13.06671194,0.830697213,101.2001603,13.32802936,0.823894253,128.8063613,13.80335414,0.819101365,151.9974515,14.1552698,0.814158185,177.8034084,14.89780716,0.804978339,248.5063497,18.47490524
VAN ZANDT-Zone-1,48467,SSQ,0.786749775,49.12795904,10.65941656,0.781580575,63.13650517,11.16017015,0.778919308,74.03511191,11.55606861,0.776254447,88.96098201,12.15159227,0.77511287,100.8435267,12.68552515,0.77348291,113.1684421,13.2918076,0.765504884,141.8382687,14.6752921
VICTORIA-Zone-1,48469,SSQ,0.826134033,71.14055353,14.19122802,0.783851125,74.95633955,12.73900061,0.761790006,79.22898257,12.07433063,0.738472793,85.20936185,11.46644699,0.722723809,89.27438693,11.03171217,0.70847659,93.52377267,10.82313029,0.684278083,106.934496,11.53015969
WALKER-Zone-1,48471,SSQ,0.799819907,55.7463128,11.76821368,0.78689811,70.53879025,11.82301703,0.779249972,81.82282311,11.95299062,0.770318739,96.8837049,12.22337975,0.763658615,108.112583,12.44687178,0.757527533,120.0599327,12.85007354,0.748311758,153.6699077,14.63297858
WALKER-Zone-2,48471,SSQ,0.802329438,57.06022092,11.82076242,0.785142867,71.17584153,11.93676631,0.774307498,81.52343512,12.06002269,0.761106336,94.75737224,12.28602916,0.750575292,103.7754436,12.40462051,0.741041909,113.496125,12.76778319,0.729381066,145.4018908,15.10669394
WALKER-Zone-3,48471,SSQ,0.806708734,59.65335967,12.17761048,0.784917167,73.3144004,12.30414259,0.770848774,83.01346027,12.41363881,0.753641052,95.06641226,12.61658091,0.739687025,102.6579427,12.68574825,0.727167146,111.0643112,13.04845752,0.71346132,143.1822879,15.90146494
WALLER-Zone-1,48473,SSQ,0.81264333,62.85500553,12.65456495,0.776932103,70.60439434,12.10020591,0.753755352,75.60110452,11.77420962,0.725776776,81.17268216,11.47134172,0.701568729,82.48880358,10.95513334,0.682917349,86.23315643,11.100131,0.683415425,123.5720711,16.89177482
WARD-Zone-1,48475,SSQ,0.86468686,44.42364923,10.06011925,0.85410178,59.09122033,9.734475486,0.846596131,69.1909536,9.518003213,0.835960856,80.85108321,9.236058024,0.827273544,88.23239529,8.999379036,0.817643875,94.4886082,8.769748332,0.795051702,107.0841183,8.372621836
WASHINGTON-Zone-1,48477,SSQ,0.817670251,61.72322417,12.72925889,0.783761811,69.14870016,12.12766912,0.760300153,73.21808538,11.62229121,0.730651728,76.87594204,10.96385878,0.705373816,76.86752651,10.18454601,0.68321505,77.86596029,9.79686592,0.662260634,95.14820484,12.10983729
WEBB-Zone-1,48479,SSQ,0.847346041,65.17930943,13.08538127,0.842592862,90.63605131,13.75232466,0.839140577,110.1407674,14.15837012,0.834474399,136.4610813,14.65844745,0.829686651,155.5947771,14.9264929,0.826669061,177.7845702,15.45424228,0.832726267,256.2136282,18.26895675
WHARTON-Zone-1,48481,SSQ,0.817744569,68.63660144,13.61932608,0.78088157,75.59557918,12.81433781,0.759399971,80.85867022,12.39515632,0.734740136,87.20624376,11.98678514,0.715096842,89.98065058,11.5151874,0.699355585,94.32112568,11.48251624,0.689956071,121.4268578,14.40710326
WHEELER-Zone-1,48483,SSQ,0.823129683,45.96087257,10.55950066,0.829623563,64.74151582,11.29425412,0.833746763,79.9255546,11.73588259,0.838925256,101.7076503,12.26383499,0.843200039,119.872917,12.65324531,0.847011493,139.5505534,13.04385248,0.851550881,188.2945649,13.84340665
WICHITA-Zone-1,48485,SSQ,0.796693299,42.68834807,9.602714133,0.799788239,58.40391353,10.5369059,0.802011174,71.17536016,11.20812588,0.805038973,89.60411913,12.13193126,0.807375542,104.7832952,12.91415715,0.810483573,122.2694256,13.78551998,0.820656584,174.6123463,15.80454272
WILBARGER-Zone-1,48487,SSQ,0.797449406,41.76273845,9.442387296,0.797791936,56.21020932,9.912183848,0.798603876,67.86233284,10.35748166,0.80026338,84.55266496,11.09463516,0.802206459,98.50457215,11.85825222,0.804410431,113.9490996,12.64245319,0.808461983,154.2539077,13.78063751
WILLACY-Zone-1,48489,SSQ,0.83067871,64.72901325,12.68879358,0.811270724,80.91701488,12.69406085,0.799516219,92.43106751,12.63142262,0.785195335,106.4068795,12.48380976,0.774134459,115.4019049,12.21281237,0.763463671,124.395004,12.14564749,0.745467088,151.5713564,13.46583518
WILLIAMSON-Lake Creek,48491,SSQ,0.816474459,56.75704691,11.92758939,0.807356678,75.68642578,12.66239852,0.804548345,92.34913383,13.38809088,0.803768047,118.1501728,14.51805135,0.805640787,141.9250843,15.53978956,0.807678969,169.9060414,16.85468142,0.807292796,245.0597425,20.66610542
WILLIAMSON-Brushy Creek,48491,SSQ,0.819938163,58.09566155,12.09915536,0.806712252,74.5023554,12.4781868,0.799549216,87.56999766,12.84493764,0.791901731,105.8665034,13.42833106,0.787140496,120.5981227,13.90950902,0.782360304,136.6644431,14.62249935,0.771421215,180.147601,17.32996498
WILLIAMSON-San Gabriel River,48491,SSQ,0.811901652,54.28394052,11.42574933,0.804634891,72.49061277,12.07606149,0.801610689,87.60838103,12.70183718,0.799402067,109.8397377,13.70375771,0.799102509,128.9277718,14.61081271,0.79919868,150.9467843,15.81997432,0.799093331,213.8342036,19.67219173
WILLIAMSON-Salado Creek,48491,SSQ,0.809040236,52.89010349,11.16382302,0.803837499,71.41456287,11.82589628,0.801743491,86.6483071,12.46735418,0.800354373,108.8825493,13.5154537,0.800273905,127.6477621,14.48053557,0.800997455,149.6446274,15.77229589,0.805273897,217.0365587,19.93383716
WILSON-Zone-1,48493,SSQ,0.838479267,64.66658778,12.77750822,0.814670722,77.67715859,12.7889476,0.799497782,86.67703937,12.71975581,0.78099607,97.46523013,12.58305438,0.767033735,104.3787039,12.33414251,0.752588693,110.5874833,12.24977227,0.722645124,126.1336001,13.25040417
WINKLER-Zone-1,48495,SSQ,0.85926318,43.64704968,9.905729499,0.845843647,57.32486411,9.377558626,0.837282812,66.99724776,9.083118488,0.826167665,78.65520361,8.746424306,0.817077957,86.22911587,8.470492746,0.808167067,93.44830502,8.253985835,0.79256113,112.1875825,8.138563833
WISE-Zone-1,48497,SSQ,0.78887503,44.5053692,10.0307361,0.779496671,55.80496765,9.858330543,0.773438656,64.02237194,9.78285504,0.765598338,74.27666375,9.731073866,0.759537424,81.44962105,9.714099918,0.753142859,88.26156691,9.715786292,0.738895957,103.8990756,9.769483931
WOOD-Zone-1,48499,SSQ,0.790514814,50.25931015,10.96854198,0.782942215,62.53371941,11.17324264,0.778427698,71.6434252,11.3153289,0.773014157,83.32656132,11.51237117,0.769287727,91.85121492,11.66326291,0.765147935,100.105955,11.8482205,0.753895379,118.614038,12.39735308
YOAKUM-Zone-1,48501,SSQ,0.816132433,38.41989093,9.45850972,0.815207419,54.2282299,9.235516991,0.813295855,65.75762049,9.052524281,0.809537511,80.28864817,8.774730313,0.80564535,90.41379307,8.507908771,0.801776474,100.5030449,8.281438124,0.795875725,126.5264358,8.098271232
YOUNG-Zone-1,48503,SSQ,0.79344412,41.23272194,9.448128057,0.789255216,54.07194788,9.641197365,0.785832818,63.58188667,9.778008852,0.780709002,75.82656449,9.974063961,0.776636269,84.87776403,10.17785834,0.77152075,93.53269084,10.32496137,0.756401168,111.759282,10.21056941
ZAPATA-Zone-1,48505,SSQ,0.847346767,63.93663211,13.46914058,0.841664141,88.16956108,13.78531161,0.83748013,106.7247625,14.00360593,0.831859661,131.7909475,14.29721282,0.826557161,150.3085637,14.45067334,0.822440521,171.1605506,14.80788913,0.822740695,238.6347449,16.79370584
ZAVALA-Zone-1,48507,SSQ,0.858088433,70.44924126,13.35943579,0.848782172,95.78847687,14.31520585,0.842007628,114.6068046,14.95347822,0.832971934,139.1874116,15.82575902,0.825267803,156.7632745,16.4497236,0.818180504,175.929839,17.40524474,0.810869745,238.2383697,21.54094656
